,job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,posted_date,company_size,tools_preferred,salary_min_usd,salary_max_usd
915,916,Stanley-Stone,E-commerce,AI Researcher,"Flask, LangChain, MLflow",Entry,Remote,"Silvafort, MZ",2024-02-27,Large,"LangChain, MLflow",49134.0,62088.0
916,917,"Jones, Allen and Horton",Finance,AI Researcher,"TensorFlow, Pandas, Keras, R",Entry,Full-time,"New Stevenfurt, JO",2023-12-10,Startup,PyTorch,146383.0,199913.0
917,918,White-Everett,Education,Quant Researcher,"LangChain, Keras, SQL, FastAPI, Azure",Entry,Internship,"Tracyborough, EG",2023-12-12,Startup,FastAPI,44419.0,65350.0
918,919,Mayo-Mullins,Automotive,AI Product Manager,"SQL, Pandas, FastAPI, C++, Keras, Python",Senior,Internship,"Lake Michaelberg, VC",2024-05-05,Startup,"MLflow, Scikit-learn, LangChain",48848.0,60982.0
919,920,Wiggins and Sons,Healthcare,Computer Vision Engineer,"LangChain, Power BI, MLflow",Mid,Full-time,"Yvettefort, AT",2025-07-05,Startup,"LangChain, BigQuery",93385.0,188098.0
920,921,"Larson, Vasquez and Bishop",Finance,AI Product Manager,"AWS, LangChain, FastAPI, C++, Python, CUDA",Entry,Full-time,"East Lorifort, JO",2024-10-22,Startup,"PyTorch, TensorFlow, LangChain",139966.0,204232.0
921,922,Carter-Pittman,E-commerce,Data Scientist,"PyTorch, C++, CUDA, MLflow, R, NumPy",Senior,Contract,"Baileyburgh, MG",2025-05-20,Large,"MLflow, FastAPI",97543.0,186865.0
922,923,Holmes-Sloan,Retail,ML Engineer,"Scikit-learn, Keras, Excel, PyTorch",Entry,Full-time,"Port Carmen, SB",2025-04-04,Startup,"KDB+, BigQuery",74682.0,90118.0
923,924,"Stevens, Smith and Mendez",Retail,AI Product Manager,"Azure, Power BI, GCP, LangChain",Entry,Internship,"Perkinstown, TN",2024-04-20,Large,"TensorFlow, LangChain, PyTorch",48904.0,148883.0
924,925,Pope Inc,Education,NLP Engineer,"Reinforcement Learning, TensorFlow, Pandas, FastAPI",Senior,Full-time,"Pattonton, KZ",2024-01-28,Mid,"Scikit-learn, BigQuery, FastAPI",77036.0,123121.0
925,926,"Davis, Brown and Burke",E-commerce,Computer Vision Engineer,"Excel, Scikit-learn, GCP",Entry,Contract,"South Nathanielville, PG",2023-12-23,Large,BigQuery,99727.0,180257.0
926,927,Evans-Scott,Retail,Computer Vision Engineer,"MLflow, Pandas, Scikit-learn, AWS, Flask, FastAPI",Senior,Full-time,"Pearsonberg, TN",2024-01-06,Mid,LangChain,100434.0,145432.0
927,928,Owen Ltd,Finance,Data Analyst,"AWS, FastAPI, R, C++, Python, Reinforcement Learning",Senior,Full-time,"Sherriside, SN",2024-06-05,Mid,"LangChain, MLflow",113410.0,124488.0
928,929,"Lynn, Davenport and Gonzales",E-commerce,Data Analyst,"NumPy, Scikit-learn, FastAPI, Power BI, Pandas",Entry,Remote,"South Ryan, IQ",2024-05-08,Mid,PyTorch,145218.0,225247.0
929,930,Colon Ltd,Retail,ML Engineer,"Keras, C++, LangChain, AWS, Python, GCP",Mid,Internship,"Angelamouth, IQ",2023-10-03,Large,KDB+,99985.0,118835.0
930,931,Barnett-Boyer,Finance,Data Scientist,"Hugging Face, Pandas, Reinforcement Learning, C++, FastAPI",Entry,Full-time,"Lake Michelle, MW",2025-06-02,Startup,"LangChain, MLflow, Scikit-learn",56177.0,123724.0
931,932,Sanchez Inc,Tech,AI Product Manager,"LangChain, AWS, Reinforcement Learning, Hugging Face, FastAPI",Entry,Full-time,"Trevorhaven, BZ",2024-09-26,Large,"PyTorch, Scikit-learn",133484.0,224807.0
932,933,"Anderson, Ortiz and Stanley",E-commerce,Data Analyst,"Azure, AWS, Reinforcement Learning",Senior,Remote,"Lake Andre, EG",2024-09-01,Mid,FastAPI,144347.0,187223.0
933,934,Parker PLC,Finance,NLP Engineer,"MLflow, Pandas, Keras",Mid,Internship,"North Laurenmouth, MM",2024-07-18,Large,PyTorch,83798.0,121933.0
934,935,Hernandez-Taylor,Automotive,Computer Vision Engineer,"PyTorch, CUDA, Azure, Pandas, Flask",Senior,Internship,"Shortburgh, CR",2025-03-14,Large,BigQuery,143575.0,159996.0
935,936,Cantu and Sons,Retail,Quant Researcher,"TensorFlow, FastAPI, Excel, GCP",Senior,Remote,"West Mary, TJ",2025-01-31,Startup,"Scikit-learn, TensorFlow, KDB+",95811.0,171383.0
936,937,"Harrington, Clark and Carter",E-commerce,Computer Vision Engineer,"Azure, R, MLflow, TensorFlow",Entry,Contract,"Warrenbury, WS",2024-01-24,Large,PyTorch,103575.0,118168.0
937,938,"Hernandez, Myers and Ward",Finance,NLP Engineer,"NumPy, LangChain, FastAPI, Reinforcement Learning, Flask",Mid,Full-time,"Danielville, NE",2025-06-15,Startup,"BigQuery, KDB+, FastAPI",40745.0,127343.0
938,939,Price-Kelley,Healthcare,Quant Researcher,"MLflow, PyTorch, NumPy, TensorFlow",Mid,Remote,"Thomasfort, HN",2023-10-11,Large,"MLflow, TensorFlow",66473.0,78077.0
939,940,Lopez Group,Tech,NLP Engineer,"NumPy, TensorFlow, Keras, MLflow, CUDA, C++",Senior,Internship,"West Toddmouth, VA",2025-05-04,Large,"LangChain, BigQuery, KDB+",114324.0,162850.0
940,941,Kidd LLC,Retail,AI Product Manager,"CUDA, PyTorch, Reinforcement Learning, NumPy, AWS",Senior,Contract,"Jillport, US",2024-11-02,Large,"TensorFlow, Scikit-learn",81604.0,133314.0
941,942,"Williams, Poole and Anderson",Healthcare,Quant Researcher,"Power BI, Azure, Reinforcement Learning, R",Senior,Internship,"North Paige, BS",2024-09-09,Mid,"MLflow, KDB+, FastAPI",89096.0,179857.0
942,943,Mcdowell-Davis,E-commerce,Computer Vision Engineer,"Python, Reinforcement Learning, PyTorch, TensorFlow, Pandas, Power BI",Mid,Remote,"Lake Aliciaberg, MC",2023-11-06,Large,Scikit-learn,56260.0,87654.0
943,944,"Pineda, Williams and George",E-commerce,AI Researcher,"FastAPI, TensorFlow, Reinforcement Learning, Power BI, C++",Entry,Internship,"Port Richard, KE",2025-02-08,Mid,"TensorFlow, FastAPI",49558.0,70064.0
944,945,Peck-Olson,Education,AI Product Manager,"C++, Power BI, LangChain, Azure, Pandas, TensorFlow",Mid,Full-time,"Johnsonport, IE",2024-11-03,Large,"MLflow, BigQuery, PyTorch",81542.0,177339.0
945,946,"Johnson, Hodge and Shaffer",Tech,AI Product Manager,"CUDA, PyTorch, GCP, C++",Entry,Full-time,"Port Jonathan, GR",2025-07-25,Startup,"FastAPI, TensorFlow",102091.0,163622.0
946,947,Carlson Group,E-commerce,NLP Engineer,"R, MLflow, Power BI, SQL, FastAPI",Senior,Remote,"Michaelfort, UA",2023-12-28,Startup,BigQuery,121879.0,190776.0
947,948,"Davis, Bailey and Hebert",E-commerce,Quant Researcher,"PyTorch, Keras, Azure, AWS, R, Reinforcement Learning",Senior,Internship,"Rayport, GM",2025-04-22,Mid,"Scikit-learn, MLflow",100499.0,194235.0
948,949,"Aguirre, Collins and Manning",Automotive,Data Scientist,"R, CUDA, C++, Excel",Mid,Remote,"Lake Ryan, RU",2023-10-03,Startup,"Scikit-learn, BigQuery, LangChain",93170.0,133713.0
949,950,"Freeman, Foley and Smith",Education,Quant Researcher,"Azure, Python, Flask, Power BI, NumPy, Excel",Senior,Remote,"Michaelview, VC",2025-08-17,Startup,LangChain,93116.0,182505.0
950,951,Acevedo-Frazier,Healthcare,Data Analyst,"Reinforcement Learning, Hugging Face, MLflow, CUDA",Senior,Contract,"Ellisport, CY",2024-01-04,Mid,"MLflow, BigQuery, PyTorch",134605.0,155059.0
951,952,Davis PLC,Finance,Computer Vision Engineer,"Reinforcement Learning, Azure, Hugging Face, LangChain, Pandas",Entry,Contract,"South Katherineton, LY",2024-08-05,Startup,"Scikit-learn, LangChain",135040.0,211350.0
952,953,Ford-Taylor,Healthcare,Computer Vision Engineer,"Azure, AWS, PyTorch, TensorFlow, GCP",Entry,Internship,"Lake Melissa, MV",2025-03-29,Startup,Scikit-learn,70699.0,105545.0
953,954,Sanchez LLC,Retail,Computer Vision Engineer,"R, Hugging Face, Flask",Entry,Internship,"South Jilltown, IQ",2025-06-14,Large,TensorFlow,49914.0,109366.0
954,955,Armstrong Inc,Healthcare,AI Researcher,"Reinforcement Learning, Power BI, MLflow, PyTorch, R, Pandas",Mid,Contract,"Davisstad, HN",2024-08-10,Startup,"Scikit-learn, FastAPI, LangChain",104664.0,167187.0
955,956,Gilbert Inc,E-commerce,Data Analyst,"Hugging Face, Flask, SQL, Scikit-learn, C++",Mid,Full-time,"New Megantown, BT",2024-12-01,Mid,"BigQuery, TensorFlow",82848.0,132371.0
956,957,Miller Ltd,Retail,Data Scientist,"FastAPI, Scikit-learn, SQL",Mid,Internship,"North Dianaton, RU",2025-09-10,Large,"TensorFlow, Scikit-learn, LangChain",49582.0,66937.0
957,958,Moore-Garner,Automotive,Data Scientist,"Pandas, FastAPI, Hugging Face",Senior,Internship,"Hollyborough, MX",2024-01-02,Startup,"TensorFlow, FastAPI",90272.0,169247.0
958,959,Jenkins-Good,Tech,Data Analyst,"AWS, TensorFlow, Excel, SQL, GCP",Entry,Remote,"Contreraston, LC",2024-01-24,Mid,"KDB+, MLflow",124573.0,216693.0
959,960,Vance Ltd,Finance,Quant Researcher,"Excel, TensorFlow, Flask, Scikit-learn",Entry,Full-time,"Wardbury, RW",2024-12-28,Startup,KDB+,121683.0,156490.0
960,961,"Sellers, Williams and Ortiz",Automotive,Computer Vision Engineer,"Flask, Azure, SQL",Entry,Contract,"Matthewshire, SB",2023-11-08,Startup,PyTorch,140647.0,193727.0
961,962,"Rodgers, Martinez and Zhang",E-commerce,Data Analyst,"Flask, Excel, AWS, PyTorch, LangChain",Mid,Internship,"North Shane, LR",2023-11-25,Startup,"BigQuery, FastAPI",68266.0,125443.0
962,963,Simon LLC,Retail,Data Scientist,"Flask, Reinforcement Learning, Pandas, Hugging Face, Keras",Senior,Full-time,"West Michaelborough, BE",2024-04-23,Startup,"BigQuery, Scikit-learn, MLflow",141644.0,203839.0
963,964,Flynn-Franco,Tech,AI Product Manager,"NumPy, Pandas, SQL, R, Excel",Senior,Full-time,"North Grant, MR",2024-02-17,Large,KDB+,110260.0,191166.0
964,965,Floyd-Smith,E-commerce,Computer Vision Engineer,"GCP, Reinforcement Learning, CUDA, NumPy, SQL",Entry,Contract,"East Willie, BO",2024-07-20,Mid,"FastAPI, MLflow",56178.0,73901.0
965,966,"Bailey, Mccullough and Moon",Tech,Quant Researcher,"TensorFlow, Power BI, Azure, Flask, Reinforcement Learning, R",Senior,Contract,"Davidhaven, CL",2024-01-28,Large,"PyTorch, BigQuery, TensorFlow",148430.0,222122.0
966,967,"Kerr, Austin and Smith",E-commerce,Quant Researcher,"GCP, Power BI, FastAPI, Reinforcement Learning, TensorFlow, AWS",Senior,Remote,"Port Charles, GM",2024-09-29,Large,"LangChain, MLflow, PyTorch",130221.0,187925.0
967,968,"Potter, Chapman and Christensen",Retail,Computer Vision Engineer,"R, Python, Hugging Face, Excel, Azure",Entry,Full-time,"Colemanfort, SM",2024-04-21,Large,"Scikit-learn, KDB+, TensorFlow",89082.0,125755.0
968,969,Francis-Jones,Retail,NLP Engineer,"LangChain, Python, R, C++, NumPy",Senior,Contract,"North Jacqueline, SV",2025-03-08,Startup,KDB+,140456.0,219981.0
969,970,"Stephens, Garcia and Yoder",Automotive,Computer Vision Engineer,"MLflow, Excel, CUDA, LangChain, AWS, Azure",Entry,Internship,"South Caitlynchester, NL",2025-04-13,Large,Scikit-learn,75664.0,174496.0
970,971,Robbins-Burke,Finance,Computer Vision Engineer,"AWS, Hugging Face, MLflow, Excel, C++",Entry,Internship,"Sherrichester, BN",2024-06-16,Large,"BigQuery, PyTorch, Scikit-learn",74698.0,171496.0
971,972,"Hall, Savage and Walker",Education,Data Scientist,"PyTorch, TensorFlow, AWS, C++, GCP",Entry,Internship,"Bowersberg, SK",2023-09-21,Startup,"KDB+, MLflow, FastAPI",135994.0,178112.0
972,973,Smith-Cross,Healthcare,AI Product Manager,"Flask, Keras, Pandas, CUDA, PyTorch, Reinforcement Learning",Mid,Remote,"Anthonybury, ET",2025-09-19,Mid,FastAPI,67828.0,84015.0
973,974,Martinez-Stephens,Education,AI Product Manager,"Azure, Reinforcement Learning, Excel, SQL",Mid,Remote,"South Michellebury, GR",2024-01-02,Mid,"LangChain, BigQuery",134744.0,214025.0
974,975,"Barton, Wilson and Russell",Education,Data Scientist,"Power BI, GCP, Reinforcement Learning",Entry,Contract,"Kristiemouth, DK",2024-01-19,Large,FastAPI,123053.0,215790.0
975,976,"Brown, Bernard and Flores",Retail,Data Scientist,"Excel, R, Reinforcement Learning, Python, Power BI, FastAPI",Entry,Contract,"West Andrew, MD",2024-05-06,Mid,TensorFlow,129888.0,146706.0
976,977,Mendoza-Flores,E-commerce,AI Product Manager,"FastAPI, Python, TensorFlow, AWS",Senior,Contract,"West Andrew, ID",2024-08-09,Large,"TensorFlow, MLflow, BigQuery",134151.0,186280.0
977,978,Bowman PLC,E-commerce,AI Product Manager,"LangChain, Excel, TensorFlow",Senior,Remote,"Nicholshaven, HR",2024-09-06,Startup,"LangChain, TensorFlow",87836.0,151813.0
978,979,"Turner, Hernandez and White",Retail,ML Engineer,"GCP, TensorFlow, Flask, Azure",Mid,Internship,"North Alicia, IQ",2024-04-20,Mid,"BigQuery, KDB+, TensorFlow",98287.0,153537.0
979,980,Davis Inc,Healthcare,NLP Engineer,"Keras, Power BI, Excel, Python",Senior,Remote,"Port Tina, PE",2024-10-27,Mid,MLflow,72000.0,122709.0
980,981,Zhang-Watson,E-commerce,Computer Vision Engineer,"Excel, Flask, AWS, R",Senior,Internship,"New Veronica, AL",2024-07-10,Mid,"PyTorch, KDB+",81871.0,132251.0
981,982,"Harrison, Wallace and Chen",Retail,Quant Researcher,"Hugging Face, GCP, Keras",Entry,Remote,"Port Catherinetown, VE",2023-12-26,Startup,"TensorFlow, Scikit-learn",93878.0,113869.0
982,983,"Cruz, Cruz and Flores",E-commerce,NLP Engineer,"Reinforcement Learning, TensorFlow, CUDA",Entry,Remote,"New Alyssa, CI",2023-10-29,Startup,"KDB+, BigQuery, PyTorch",41243.0,77253.0
983,984,Garcia-Smith,Automotive,Data Scientist,"FastAPI, CUDA, Pandas, Python, NumPy, Reinforcement Learning",Entry,Contract,"North Kevin, YE",2023-11-17,Startup,"PyTorch, LangChain, Scikit-learn",47150.0,124312.0
984,985,Castaneda Group,Tech,ML Engineer,"Reinforcement Learning, Azure, Flask",Mid,Remote,"Nobleside, CY",2023-10-30,Mid,"BigQuery, FastAPI",127636.0,149510.0
985,986,"Sawyer, Frye and Jenkins",Finance,NLP Engineer,"GCP, PyTorch, FastAPI, LangChain, Pandas",Mid,Contract,"West Hayleyton, DJ",2025-01-10,Large,FastAPI,130749.0,200032.0
986,987,Bradshaw and Sons,Education,AI Researcher,"PyTorch, MLflow, LangChain, Python, Azure, Pandas",Mid,Contract,"Kathrynfort, TO",2025-05-05,Large,BigQuery,58452.0,155880.0
987,988,"Cross, Johnson and Chan",Retail,Computer Vision Engineer,"Scikit-learn, TensorFlow, Azure, C++, Flask",Senior,Contract,"Danielview, BT",2025-08-31,Mid,FastAPI,68117.0,162345.0
988,989,Jones LLC,Healthcare,NLP Engineer,"TensorFlow, NumPy, Azure, LangChain, AWS",Senior,Internship,"Taraborough, KG",2024-09-07,Mid,MLflow,112292.0,131998.0
989,990,Adams-Chapman,Tech,AI Product Manager,"SQL, CUDA, Scikit-learn, Keras, Power BI, R",Senior,Contract,"Littleshire, CF",2025-03-09,Mid,"TensorFlow, LangChain",139059.0,151161.0
990,991,Duran-Williams,Retail,Data Analyst,"GCP, MLflow, FastAPI, TensorFlow, AWS, Reinforcement Learning",Entry,Contract,"East Patrickfurt, BT",2024-03-10,Mid,BigQuery,110780.0,193559.0
991,992,Arnold Inc,Healthcare,Quant Researcher,"FastAPI, GCP, Keras, Pandas",Senior,Remote,"Jonesfurt, NL",2025-09-13,Startup,"LangChain, KDB+, BigQuery",44707.0,105567.0
992,993,Kirk Group,Retail,Data Scientist,"Azure, Excel, Keras, SQL, Reinforcement Learning, Power BI",Senior,Contract,"Chasestad, LU",2023-10-10,Startup,"TensorFlow, BigQuery, Scikit-learn",112616.0,150479.0
993,994,Flynn-Kennedy,E-commerce,AI Researcher,"Python, Keras, AWS, CUDA, NumPy, R",Entry,Full-time,"Villaport, CO",2023-10-01,Large,"PyTorch, FastAPI, KDB+",92121.0,110462.0
994,995,Singleton-Roy,Automotive,Quant Researcher,"C++, Pandas, MLflow, Scikit-learn, AWS, LangChain",Mid,Internship,"Port Rodney, LR",2024-08-04,Large,"Scikit-learn, LangChain",92112.0,185041.0
995,996,"Combs, Brown and Williams",Retail,Data Analyst,"TensorFlow, Hugging Face, Scikit-learn",Mid,Remote,"Jessicatown, PH",2025-03-21,Mid,"KDB+, MLflow, FastAPI",115180.0,140889.0
996,997,Meyer-Reyes,Education,ML Engineer,"AWS, NumPy, Excel, CUDA",Mid,Internship,"Port Christine, BH",2024-05-30,Startup,"MLflow, KDB+, Scikit-learn",95776.0,159901.0
997,998,Anderson LLC,Tech,ML Engineer,"Scikit-learn, NumPy, FastAPI",Senior,Full-time,"Elizabethton, PW",2024-03-09,Mid,"KDB+, LangChain",141251.0,152764.0
998,999,Duncan-Reyes,Finance,Data Analyst,"Reinforcement Learning, SQL, Pandas, NumPy, TensorFlow, Power BI",Mid,Remote,"New Ryan, BW",2025-03-18,Startup,"KDB+, FastAPI",136810.0,231084.0
999,1000,"Davis, Murphy and Cox",Retail,Data Scientist,"MLflow, NumPy, Reinforcement Learning, FastAPI, Pandas",Senior,Full-time,"Pittmanville, CR",2025-08-20,Mid,"KDB+, Scikit-learn, LangChain",83889.0,134261.0
1000,1001,"Peterson, Brown and Mcdonald",Automotive,ML Engineer,"Flask, GCP, Hugging Face, FastAPI, Excel, CUDA",Senior,Contract,"Port Bernard, BY",2025-02-16,Mid,"TensorFlow, KDB+, FastAPI",101199.0,165364.0
1001,1002,Turner and Sons,Tech,Data Analyst,"PyTorch, Pandas, Excel",Mid,Internship,"Robertsmouth, MN",2025-06-12,Mid,LangChain,131457.0,181221.0
1002,1003,"Spears, Moore and Mccormick",E-commerce,ML Engineer,"Keras, Pandas, Power BI, Scikit-learn, FastAPI, Azure",Senior,Full-time,"South Lisa, IS",2025-06-12,Startup,"KDB+, BigQuery",142849.0,159228.0
1003,1004,Shaw LLC,Automotive,Data Scientist,"Hugging Face, LangChain, Flask, PyTorch, TensorFlow",Mid,Internship,"New Johnnybury, LI",2024-12-07,Startup,BigQuery,138773.0,156637.0
1004,1005,Gill-Schmidt,Healthcare,Data Analyst,"Reinforcement Learning, GCP, Azure, LangChain, MLflow",Mid,Contract,"New Williambury, FR",2024-02-14,Large,"TensorFlow, BigQuery, MLflow",52554.0,88603.0
1005,1006,"Fuentes, Russo and Watson",Education,Data Analyst,"Pandas, PyTorch, AWS",Senior,Full-time,"East Amanda, GA",2025-06-06,Startup,FastAPI,42445.0,87889.0
1006,1007,Weaver-Mills,Automotive,Quant Researcher,"Power BI, Pandas, Hugging Face, PyTorch",Entry,Internship,"South Benjamin, PY",2024-03-23,Large,BigQuery,42100.0,109275.0
1007,1008,Lee-Levy,Retail,Quant Researcher,"AWS, CUDA, GCP, Flask, FastAPI, NumPy",Mid,Contract,"West Lindsayfurt, LK",2024-04-27,Startup,"FastAPI, Scikit-learn",137547.0,208492.0
1008,1009,Anderson PLC,Retail,ML Engineer,"PyTorch, Reinforcement Learning, Keras, C++, CUDA, SQL",Entry,Contract,"Younghaven, KM",2025-03-17,Startup,Scikit-learn,141946.0,171941.0
1009,1010,Murphy-Sosa,Education,Quant Researcher,"TensorFlow, Excel, Scikit-learn, Azure, R, Pandas",Mid,Full-time,"North Patrick, SZ",2025-03-16,Mid,TensorFlow,131712.0,178157.0
1010,1011,Lawrence Group,Education,ML Engineer,"FastAPI, Azure, AWS, Python",Mid,Remote,"Lake Aliciachester, TM",2024-07-05,Startup,FastAPI,91126.0,185060.0
1011,1012,Gonzales-Gardner,Automotive,NLP Engineer,"NumPy, GCP, R, Reinforcement Learning, LangChain, AWS",Senior,Full-time,"Frazierberg, DO",2024-09-07,Large,"PyTorch, LangChain, BigQuery",100471.0,143502.0
1012,1013,"Padilla, Mann and Pierce",Finance,ML Engineer,"MLflow, Pandas, PyTorch, C++, LangChain",Senior,Remote,"West Brandon, RW",2025-08-22,Mid,"LangChain, PyTorch",47058.0,78474.0
1013,1014,"Vazquez, Mcknight and Vega",Retail,AI Researcher,"Keras, FastAPI, PyTorch, LangChain, Scikit-learn, Hugging Face",Entry,Internship,"Ramseyview, TV",2025-08-06,Large,"PyTorch, Scikit-learn",102565.0,184809.0
1014,1015,"Walker, Soto and Miles",Finance,Data Analyst,"SQL, MLflow, Pandas, CUDA, Scikit-learn",Mid,Remote,"Oconnorville, IT",2025-06-10,Startup,TensorFlow,61954.0,143718.0
1015,1016,Kelly-Walls,Tech,Computer Vision Engineer,"Reinforcement Learning, R, C++",Senior,Remote,"East Ana, KN",2024-01-05,Startup,"LangChain, MLflow, KDB+",83274.0,137815.0
1016,1017,Roberts-Watson,Healthcare,Data Analyst,"Power BI, SQL, Python, TensorFlow",Entry,Full-time,"Perryside, CZ",2025-05-25,Mid,LangChain,82652.0,137577.0
1017,1018,"George, Hines and Galvan",Tech,NLP Engineer,"Keras, MLflow, FastAPI, Python, Scikit-learn, Reinforcement Learning",Entry,Remote,"East Rachelland, MH",2024-04-08,Large,Scikit-learn,84254.0,109338.0
1018,1019,"Lam, Garcia and Lopez",Automotive,Computer Vision Engineer,"R, Keras, Pandas, Reinforcement Learning",Mid,Full-time,"Baldwinland, TV",2025-04-13,Large,"TensorFlow, Scikit-learn",135038.0,234859.0
1019,1020,"Vasquez, Grimes and Mooney",Healthcare,ML Engineer,"LangChain, SQL, Reinforcement Learning, PyTorch",Entry,Remote,"Brewerland, AT",2024-10-02,Startup,"Scikit-learn, BigQuery",58091.0,128175.0
1020,1021,Mcneil-Nelson,Tech,Data Analyst,"CUDA, SQL, Flask",Senior,Contract,"Duartebury, VA",2024-12-21,Startup,"MLflow, KDB+, TensorFlow",59630.0,143743.0
1021,1022,Wiggins-Rivera,Healthcare,NLP Engineer,"LangChain, AWS, R",Senior,Internship,"Andreashire, TO",2024-01-14,Large,MLflow,90456.0,177785.0
1022,1023,Morris-Swanson,Education,NLP Engineer,"LangChain, AWS, Keras, Hugging Face, Pandas",Entry,Internship,"Howellburgh, NO",2024-11-08,Startup,"BigQuery, LangChain",130542.0,204720.0
1023,1024,Wong and Sons,Education,AI Product Manager,"C++, Reinforcement Learning, MLflow, Pandas, SQL",Entry,Internship,"North Kristie, CL",2025-04-01,Large,"Scikit-learn, PyTorch, MLflow",74640.0,136034.0
1024,1025,"Davidson, Green and Johnson",E-commerce,Data Analyst,"AWS, SQL, CUDA, Hugging Face, Power BI",Entry,Internship,"West Tylerberg, JO",2025-05-01,Large,"Scikit-learn, PyTorch",134678.0,199022.0
1025,1026,Greer-Garner,E-commerce,Data Analyst,"Power BI, Pandas, GCP, Hugging Face, R",Entry,Contract,"South Chadton, IQ",2025-09-11,Mid,"TensorFlow, PyTorch",60699.0,100444.0
1026,1027,"Nash, Solomon and Cameron",Education,NLP Engineer,"Azure, Power BI, GCP, LangChain",Entry,Internship,"Davidfurt, IT",2024-03-27,Mid,"BigQuery, LangChain",118562.0,168256.0
1027,1028,Jimenez Group,E-commerce,Data Scientist,"MLflow, CUDA, Reinforcement Learning",Mid,Full-time,"Williamview, CU",2024-03-03,Mid,TensorFlow,135565.0,208792.0
1028,1029,Garcia-Adams,Education,ML Engineer,"Python, GCP, Scikit-learn, Pandas, PyTorch",Senior,Internship,"Port Victoriaburgh, TN",2023-12-15,Mid,TensorFlow,102146.0,133999.0
1029,1030,Munoz and Sons,Retail,Quant Researcher,"Reinforcement Learning, FastAPI, Power BI",Entry,Full-time,"Smithmouth, UG",2024-09-05,Startup,"Scikit-learn, KDB+",119302.0,138298.0
1030,1031,Griffin Ltd,E-commerce,Data Analyst,"Reinforcement Learning, Scikit-learn, Hugging Face, MLflow",Entry,Contract,"Harrisonhaven, PT",2024-04-03,Large,FastAPI,49324.0,111133.0
1031,1032,Briggs-Miller,E-commerce,Computer Vision Engineer,"R, Flask, Keras, Python, CUDA, FastAPI",Entry,Full-time,"Janicemouth, UZ",2024-02-06,Startup,"Scikit-learn, FastAPI, PyTorch",138580.0,231364.0
1032,1033,Dominguez Group,Finance,Quant Researcher,"Keras, FastAPI, Reinforcement Learning, Power BI",Mid,Contract,"New Melissashire, RW",2024-11-06,Large,MLflow,74176.0,137039.0
1033,1034,"Cohen, Schneider and Scott",Healthcare,ML Engineer,"CUDA, FastAPI, Reinforcement Learning",Mid,Remote,"Port Nathan, TM",2025-05-24,Large,"MLflow, BigQuery",131736.0,200711.0
1034,1035,Peterson Ltd,E-commerce,Quant Researcher,"Reinforcement Learning, Python, Pandas, Excel, LangChain, Azure",Mid,Contract,"Staffordstad, AZ",2025-04-30,Large,"PyTorch, LangChain, TensorFlow",147838.0,240312.0
1035,1036,Ramsey-Hamilton,Education,AI Product Manager,"FastAPI, CUDA, GCP, Keras, MLflow, C++",Senior,Internship,"West Kyliechester, AD",2024-03-22,Startup,Scikit-learn,73318.0,132625.0
1036,1037,Davidson-Clark,Finance,Computer Vision Engineer,"Flask, Pandas, LangChain",Mid,Internship,"Lake Erika, VC",2025-08-14,Mid,LangChain,47247.0,120710.0
1037,1038,"Ramirez, Sanchez and Lucas",Retail,NLP Engineer,"R, Azure, Power BI, NumPy, Reinforcement Learning",Senior,Internship,"Johnsonfurt, GQ",2025-08-11,Startup,"KDB+, LangChain",147851.0,188241.0
1038,1039,"Atkinson, Branch and Horton",Tech,Data Analyst,"R, NumPy, SQL, GCP, Python, FastAPI",Senior,Full-time,"New Darren, ET",2024-09-07,Large,KDB+,83545.0,139001.0
1039,1040,Hawkins Ltd,E-commerce,Data Scientist,"AWS, Scikit-learn, TensorFlow, CUDA",Senior,Contract,"North Madison, UZ",2023-12-11,Mid,TensorFlow,113683.0,150250.0
1040,1041,Moore Ltd,Tech,AI Researcher,"Excel, Reinforcement Learning, NumPy, AWS, MLflow",Mid,Internship,"Abigailmouth, NE",2025-01-30,Mid,"Scikit-learn, FastAPI",85570.0,163706.0
1041,1042,Hughes-Henry,Retail,Data Analyst,"TensorFlow, SQL, Scikit-learn",Mid,Full-time,"West James, ER",2024-07-03,Startup,"MLflow, LangChain, PyTorch",47968.0,108841.0
1042,1043,Johnson-Thomas,Healthcare,Data Analyst,"Reinforcement Learning, TensorFlow, PyTorch, Excel, FastAPI",Entry,Internship,"Lake Curtis, BS",2024-03-18,Large,"FastAPI, PyTorch, KDB+",110576.0,182999.0
1043,1044,"Hunt, White and Schmidt",Tech,AI Researcher,"AWS, Python, MLflow, Scikit-learn, Keras, Power BI",Entry,Contract,"Josephstad, DZ",2025-08-01,Startup,TensorFlow,80195.0,161305.0
1044,1045,Harris-Zavala,E-commerce,AI Product Manager,"GCP, SQL, LangChain, R",Mid,Remote,"West Michael, NI",2024-10-19,Startup,"FastAPI, BigQuery",131293.0,216683.0
1045,1046,Price PLC,Finance,AI Researcher,"SQL, Excel, AWS, MLflow, TensorFlow, FastAPI",Mid,Remote,"Madisonside, BH",2024-01-29,Startup,BigQuery,113368.0,178541.0
